play,act,scene,location,entity_text,spacy_label,label_description,start_char,end_char
THE TRAGEDY OF ROMEO AND JULIET,3,1,A public Place.,Benvolio,PERSON,"People, including fictional",5145,5153
THE TRAGEDY OF ROMEO AND JULIET,3,1,A public Place.,Tybalt,PERSON,"People, including fictional",5284,5290
THE TRAGEDY OF ROMEO AND JULIET,3,1,A public Place.,Juliet,PERSON,"People, including fictional",5352,5358
THE TRAGEDY OF ROMEO AND JULIET,3,1,A public Place.,Benvolio,PERSON,"People, including fictional",5446,5454
THE TRAGEDY OF ROMEO AND JULIET,3,1,A public Place.,Romeo,ORG,"Companies, agencies, institutions, etc.",5475,5480
THE TRAGEDY OF ROMEO AND JULIET,3,1,A public Place.,Mercutio,PERSON,"People, including fictional",5488,5496
THE TRAGEDY OF ROMEO AND JULIET,3,1,A public Place.,day,DATE,Absolute or relative dates or periods,5607,5610
THE TRAGEDY OF ROMEO AND JULIET,3,1,A public Place.,mo days,DATE,Absolute or relative dates or periods,5627,5634
THE TRAGEDY OF ROMEO AND JULIET,3,1,A public Place.,Mercutio,PERSON,"People, including fictional",5787,5795
THE TRAGEDY OF ROMEO AND JULIET,3,1,A public Place.,gav'st,NORP,Nationalities or religious or political groups,5933,5939
THE TRAGEDY OF ROMEO AND JULIET,3,1,A public Place.,Mercutio,PERSON,"People, including fictional",5948,5956
THE TRAGEDY OF ROMEO AND JULIET,3,1,A public Place.,Romeo,ORG,"Companies, agencies, institutions, etc.",6233,6238
THE TRAGEDY OF ROMEO AND JULIET,3,1,A public Place.,Tybalt,PERSON,"People, including fictional",6280,6286
THE TRAGEDY OF ROMEO AND JULIET,3,1,A public Place.,BENVOLIO,PERSON,"People, including fictional",6416,6424
THE TRAGEDY OF ROMEO AND JULIET,3,1,A public Place.,Exit Romeo,ORG,"Companies, agencies, institutions, etc.",6446,6456
THE TRAGEDY OF ROMEO AND JULIET,3,1,A public Place.,Enter Citizens,ORG,"Companies, agencies, institutions, etc.",6458,6472
THE TRAGEDY OF ROMEO AND JULIET,3,1,A public Place.,FIRST,ORDINAL,"""first"", ""second"", etc.",6474,6479
THE TRAGEDY OF ROMEO AND JULIET,3,1,A public Place.,Mercutio,PERSON,"People, including fictional",6518,6526
THE TRAGEDY OF ROMEO AND JULIET,3,1,A public Place.,BENVOLIO,PERSON,"People, including fictional",6569,6577
THE TRAGEDY OF ROMEO AND JULIET,3,1,A public Place.,FIRST,ORDINAL,"""first"", ""second"", etc.",6603,6608
THE TRAGEDY OF ROMEO AND JULIET,3,1,A public Place.,Montague,GPE,"Countries, cities, states",6704,6712
THE TRAGEDY OF ROMEO AND JULIET,3,1,A public Place.,Capulet,PERSON,"People, including fictional",6714,6721
THE TRAGEDY OF ROMEO AND JULIET,3,1,A public Place.,Wives,WORK_OF_ART,"Titles of books, songs, etc.",6729,6734
THE TRAGEDY OF ROMEO AND JULIET,3,1,A public Place.,Romeo,PERSON,"People, including fictional",6918,6923
THE TRAGEDY OF ROMEO AND JULIET,3,1,A public Place.,thy kinsman,PERSON,"People, including fictional",6935,6946
THE TRAGEDY OF ROMEO AND JULIET,3,1,A public Place.,Mercutio,PERSON,"People, including fictional",6954,6962
THE TRAGEDY OF ROMEO AND JULIET,3,1,A public Place.,Prince,PERSON,"People, including fictional",7084,7090
THE TRAGEDY OF ROMEO AND JULIET,3,1,A public Place.,Montague,GPE,"Countries, cities, states",7142,7150
THE TRAGEDY OF ROMEO AND JULIET,3,1,A public Place.,Benvolio,PERSON,"People, including fictional",7178,7186
THE TRAGEDY OF ROMEO AND JULIET,3,1,A public Place.,BENVOLIO,PERSON,"People, including fictional",7216,7224
THE TRAGEDY OF ROMEO AND JULIET,3,1,A public Place.,Romeo,PERSON,"People, including fictional",7251,7256
THE TRAGEDY OF ROMEO AND JULIET,3,1,A public Place.,Romeo,ORG,"Companies, agencies, institutions, etc.",7274,7279
THE TRAGEDY OF ROMEO AND JULIET,3,1,A public Place.,Mercutio,PERSON,"People, including fictional",7567,7575
THE TRAGEDY OF ROMEO AND JULIET,3,1,A public Place.,one,CARDINAL,Numerals that do not fall under another type,7664,7667
THE TRAGEDY OF ROMEO AND JULIET,3,1,A public Place.,Retorts,PERSON,"People, including fictional",7757,7764
THE TRAGEDY OF ROMEO AND JULIET,3,1,A public Place.,Mercutio,PERSON,"People, including fictional",7994,8002
THE TRAGEDY OF ROMEO AND JULIET,3,1,A public Place.,Romeo,ORG,"Companies, agencies, institutions, etc.",8054,8059
THE TRAGEDY OF ROMEO AND JULIET,3,1,A public Place.,Tybalt,PERSON,"People, including fictional",8178,8184
THE TRAGEDY OF ROMEO AND JULIET,3,1,A public Place.,Romeo,ORG,"Companies, agencies, institutions, etc.",8211,8216
THE TRAGEDY OF ROMEO AND JULIET,3,1,A public Place.,Benvolio,PERSON,"People, including fictional",8257,8265
THE TRAGEDY OF ROMEO AND JULIET,3,1,A public Place.,Montague,GPE,"Countries, cities, states",8308,8316
THE TRAGEDY OF ROMEO AND JULIET,3,1,A public Place.,Some twenty,CARDINAL,Numerals that do not fall under another type,8365,8376
THE TRAGEDY OF ROMEO AND JULIET,3,1,A public Place.,one,CARDINAL,Numerals that do not fall under another type,8450,8453
THE TRAGEDY OF ROMEO AND JULIET,3,1,A public Place.,Prince,PERSON,"People, including fictional",8491,8497
THE TRAGEDY OF ROMEO AND JULIET,3,1,A public Place.,Romeo,PERSON,"People, including fictional",8510,8515
THE TRAGEDY OF ROMEO AND JULIET,3,1,A public Place.,Mercutio,PERSON,"People, including fictional",8582,8590
THE TRAGEDY OF ROMEO AND JULIET,3,1,A public Place.,doth,PERSON,"People, including fictional",8628,8632
THE TRAGEDY OF ROMEO AND JULIET,3,1,A public Place.,MONTAGUE,DATE,Absolute or relative dates or periods,8638,8646
THE TRAGEDY OF ROMEO AND JULIET,3,1,A public Place.,Romeo,PERSON,"People, including fictional",8652,8657
THE TRAGEDY OF ROMEO AND JULIET,3,1,A public Place.,Mercutio,PERSON,"People, including fictional",8674,8682
THE TRAGEDY OF ROMEO AND JULIET,3,1,A public Place.,Romeo,ORG,"Companies, agencies, institutions, etc.",9122,9127
THE TRAGEDY OF ROMEO AND JULIET,3,1,A public Place.,that hour,TIME,Times smaller than a day,9168,9177
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,Gallop,PERSON,"People, including fictional",22,28
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,Phoebus,ORG,"Companies, agencies, institutions, etc.",69,76
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,Phaeton,ORG,"Companies, agencies, institutions, etc.",106,113
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,Romeo Leap,ORG,"Companies, agencies, institutions, etc.",263,273
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,night,TIME,Times smaller than a day,419,424
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,Hood,PERSON,"People, including fictional",571,575
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,Romeo,PERSON,"People, including fictional",725,730
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,night,TIME,Times smaller than a day,750,755
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,Whiter,PERSON,"People, including fictional",799,805
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,Romeo,PERSON,"People, including fictional",903,908
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,this day,DATE,Absolute or relative dates or periods,1218,1226
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,the night,TIME,Times smaller than a day,1233,1242
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,Romeo,ORG,"Companies, agencies, institutions, etc.",1407,1412
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,Nurse,PERSON,"People, including fictional",1477,1482
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,Romeo,ORG,"Companies, agencies, institutions, etc.",1532,1537
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,NURSE,GPE,"Countries, cities, states",1554,1559
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,NURSE,GPE,"Countries, cities, states",1655,1660
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,the day,DATE,Absolute or relative dates or periods,1753,1760
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,JULIET,PERSON,"People, including fictional",1797,1803
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,NURSE,GPE,"Countries, cities, states",1831,1836
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,Romeo,ORG,"Companies, agencies, institutions, etc.",1838,1843
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,Romeo,ORG,"Companies, agencies, institutions, etc.",1880,1885
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,Romeo,PERSON,"People, including fictional",2033,2038
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,NURSE,GPE,"Countries, cities, states",2313,2318
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,Pale,ORG,"Companies, agencies, institutions, etc.",2448,2452
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,Romeo,ORG,"Companies, agencies, institutions, etc.",2692,2697
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,one,CARDINAL,Numerals that do not fall under another type,2704,2707
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,NURSE,GPE,"Countries, cities, states",2720,2725
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,"O Tybalt, Tybalt",ORG,"Companies, agencies, institutions, etc.",2727,2743
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,JULIET,PERSON,"People, including fictional",2848,2854
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,Romeo,ORG,"Companies, agencies, institutions, etc.",2902,2907
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,two,CARDINAL,Numerals that do not fall under another type,3053,3056
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,NURSE,GPE,"Countries, cities, states",3067,3072
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,Romeo,ORG,"Companies, agencies, institutions, etc.",3094,3099
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,Romeo,ORG,"Companies, agencies, institutions, etc.",3110,3115
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,Romeo,ORG,"Companies, agencies, institutions, etc.",3168,3173
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,Tybalt,ORG,"Companies, agencies, institutions, etc.",3186,3192
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,NURSE,GPE,"Countries, cities, states",3202,3207
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,the day,DATE,Absolute or relative dates or periods,3230,3237
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,Dove,PERSON,"People, including fictional",3371,3375
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,wolvish-ravening,TIME,Times smaller than a day,3393,3409
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,seem'st,GPE,"Countries, cities, states",3487,3494
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,NURSE,GPE,"Countries, cities, states",3773,3778
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,Romeo,ORG,"Companies, agencies, institutions, etc.",3996,4001
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,NURSE,GPE,"Countries, cities, states",4239,4244
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,three-hours,TIME,Times smaller than a day,4415,4426
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,Tybalt,PERSON,"People, including fictional",4851,4857
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,Romeo,ORG,"Companies, agencies, institutions, etc.",5004,5009
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,ten thousand,CARDINAL,Numerals that do not fall under another type,5074,5086
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,Tybalt,PERSON,"People, including fictional",5266,5272
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,Romeo,WORK_OF_ART,"Titles of books, songs, etc.",5411,5416
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,Juliet,PERSON,"People, including fictional",5483,5489
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,Romeo,ORG,"Companies, agencies, institutions, etc.",5512,5517
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,Nurse,PERSON,"People, including fictional",5659,5664
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,NURSE,GPE,"Countries, cities, states",5666,5671
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,Tybalt,PERSON,"People, including fictional",5698,5704
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,Romeo,ORG,"Companies, agencies, institutions, etc.",5848,5853
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,Romeo,ORG,"Companies, agencies, institutions, etc.",5939,5944
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,die maiden-widowed,PERSON,"People, including fictional",6008,6026
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,Romeo,ORG,"Companies, agencies, institutions, etc.",6091,6096
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,NURSE,GPE,"Countries, cities, states",6118,6123
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,Romeo,ORG,"Companies, agencies, institutions, etc.",6156,6161
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,Romeo,ORG,"Companies, agencies, institutions, etc.",6216,6221
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,night,TIME,Times smaller than a day,6238,6243
THE TRAGEDY OF ROMEO AND JULIET,3,2,A Room in Capulet's House.,Lawrence,PERSON,"People, including fictional",6271,6279
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,Lawrence,PERSON,"People, including fictional",12,20
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,Romeo,ORG,"Companies, agencies, institutions, etc.",38,43
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,Verona,GPE,"Countries, cities, states",712,718
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,Verona,PERSON,"People, including fictional",816,822
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,Juliet,PERSON,"People, including fictional",1384,1390
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,Romeo,ORG,"Companies, agencies, institutions, etc.",1506,1511
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,Romeo,ORG,"Companies, agencies, institutions, etc.",1602,1607
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,Juliet,PERSON,"People, including fictional",1652,1658
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,Romeo,ORG,"Companies, agencies, institutions, etc.",1798,1803
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,Hadst,PERSON,"People, including fictional",1957,1962
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,Adversity,ORG,"Companies, agencies, institutions, etc.",2461,2470
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,Wert,PERSON,"People, including fictional",2931,2935
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,Juliet,PERSON,"People, including fictional",2956,2962
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,An hour,TIME,Times smaller than a day,2973,2980
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,one,CARDINAL,Numerals that do not fall under another type,3224,3227
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,Good Romeo,PERSON,"People, including fictional",3236,3246
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,knock!—Who,GPE,"Countries, cities, states",3400,3410
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,NURSE,GPE,"Countries, cities, states",3633,3638
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,Lady Juliet,PERSON,"People, including fictional",3706,3717
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,Enter Nurse,ORG,"Companies, agencies, institutions, etc.",3749,3760
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,NURSE,GPE,"Countries, cities, states",3762,3767
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,Friar,LANGUAGE,Any named language,3776,3781
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,Friar,LANGUAGE,Any named language,3800,3805
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,Romeo,ORG,"Companies, agencies, institutions, etc.",3840,3845
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,NURSE,GPE,"Countries, cities, states",3915,3920
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,Juliet,PERSON,"People, including fictional",4131,4137
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,NURSE,GPE,"Countries, cities, states",4229,4234
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,Spakest,ORG,"Companies, agencies, institutions, etc.",4283,4290
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,Juliet,PERSON,"People, including fictional",4299,4305
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,stain'd,ORDINAL,"""first"", ""second"", etc.",4377,4384
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,NURSE,GPE,"Countries, cities, states",4541,4546
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,Romeo,ORG,"Companies, agencies, institutions, etc.",4671,4676
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,Shot,PERSON,"People, including fictional",4735,4739
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,Friar,PERSON,"People, including fictional",4849,4854
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,Unseemly,PERSON,"People, including fictional",5149,5157
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,Hast,ORG,"Companies, agencies, institutions, etc.",5305,5309
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,Tybalt,PERSON,"People, including fictional",5321,5327
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,Wilt,PERSON,"People, including fictional",5329,5333
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,rail'st,NORP,Nationalities or religious or political groups,5435,5442
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,three,CARDINAL,Numerals that do not fall under another type,5523,5528
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,fie,ORG,"Companies, agencies, institutions, etc.",5592,5595
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,sham'st,PERSON,"People, including fictional",5602,5609
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,thy shape,PERSON,"People, including fictional",5610,5619
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,Digressing,PERSON,"People, including fictional",5807,5817
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,Misshapen,PERSON,"People, including fictional",5978,5987
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,Thy Juliet,PERSON,"People, including fictional",6165,6175
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,slew'st Tybalt,PERSON,"People, including fictional",6288,6302
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,Happiness,ORG,"Companies, agencies, institutions, etc.",6462,6471
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,Fortune,WORK_OF_ART,"Titles of books, songs, etc.",6562,6569
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,Ascend,ORG,"Companies, agencies, institutions, etc.",6671,6677
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,Mantua,GPE,"Countries, cities, states",6792,6798
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,Beg,PERSON,"People, including fictional",6894,6897
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,twenty hundred thousand,CARDINAL,Numerals that do not fall under another type,6944,6967
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,Romeo,ORG,"Companies, agencies, institutions, etc.",7146,7151
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,NURSE,GPE,"Countries, cities, states",7163,7168
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,NURSE,GPE,"Countries, cities, states",7351,7356
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,Hie,PERSON,"People, including fictional",7401,7404
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,Mantua,GPE,"Countries, cities, states",7665,7671
THE TRAGEDY OF ROMEO AND JULIET,3,3,Friar Lawrence's cell.,Farewell,PERSON,"People, including fictional",7920,7928
THE TRAGEDY OF ROMEO AND JULIET,3,4,A Room in Capulet's House.,Lady Capulet,PERSON,"People, including fictional",15,27
THE TRAGEDY OF ROMEO AND JULIET,3,4,A Room in Capulet's House.,Paris,GPE,"Countries, cities, states",32,37
THE TRAGEDY OF ROMEO AND JULIET,3,4,A Room in Capulet's House.,CAPULET,ORG,"Companies, agencies, institutions, etc.",39,46
THE TRAGEDY OF ROMEO AND JULIET,3,4,A Room in Capulet's House.,I. Well,PERSON,"People, including fictional",195,202
THE TRAGEDY OF ROMEO AND JULIET,3,4,A Room in Capulet's House.,tonight,TIME,Times smaller than a day,262,269
THE TRAGEDY OF ROMEO AND JULIET,3,4,A Room in Capulet's House.,an hour ago,TIME,Times smaller than a day,331,342
THE TRAGEDY OF ROMEO AND JULIET,3,4,A Room in Capulet's House.,PARIS,GPE,"Countries, cities, states",344,349
THE TRAGEDY OF ROMEO AND JULIET,3,4,A Room in Capulet's House.,CAPULET,ORG,"Companies, agencies, institutions, etc.",446,453
THE TRAGEDY OF ROMEO AND JULIET,3,4,A Room in Capulet's House.,early tomorrow,TIME,Times smaller than a day,481,495
THE TRAGEDY OF ROMEO AND JULIET,3,4,A Room in Capulet's House.,Tonight,TIME,Times smaller than a day,497,504
THE TRAGEDY OF ROMEO AND JULIET,3,4,A Room in Capulet's House.,CAPULET,ORG,"Companies, agencies, institutions, etc.",538,545
THE TRAGEDY OF ROMEO AND JULIET,3,4,A Room in Capulet's House.,Paris,GPE,"Countries, cities, states",551,556
THE TRAGEDY OF ROMEO AND JULIET,3,4,A Room in Capulet's House.,Paris,GPE,"Countries, cities, states",751,756
THE TRAGEDY OF ROMEO AND JULIET,3,4,A Room in Capulet's House.,Wednesday,DATE,Absolute or relative dates or periods,793,802
THE TRAGEDY OF ROMEO AND JULIET,3,4,A Room in Capulet's House.,PARIS,GPE,"Countries, cities, states",838,843
THE TRAGEDY OF ROMEO AND JULIET,3,4,A Room in Capulet's House.,Monday,DATE,Absolute or relative dates or periods,845,851
THE TRAGEDY OF ROMEO AND JULIET,3,4,A Room in Capulet's House.,CAPULET,ORG,"Companies, agencies, institutions, etc.",862,869
THE TRAGEDY OF ROMEO AND JULIET,3,4,A Room in Capulet's House.,Monday,DATE,Absolute or relative dates or periods,871,877
THE TRAGEDY OF ROMEO AND JULIET,3,4,A Room in Capulet's House.,Wednesday,DATE,Absolute or relative dates or periods,893,902
THE TRAGEDY OF ROMEO AND JULIET,3,4,A Room in Capulet's House.,Thursday,DATE,Absolute or relative dates or periods,918,926
THE TRAGEDY OF ROMEO AND JULIET,3,4,A Room in Capulet's House.,Thursday,DATE,Absolute or relative dates or periods,940,948
THE TRAGEDY OF ROMEO AND JULIET,3,4,A Room in Capulet's House.,two,CARDINAL,Numerals that do not fall under another type,1081,1084
THE TRAGEDY OF ROMEO AND JULIET,3,4,A Room in Capulet's House.,some half a dozen,CARDINAL,Numerals that do not fall under another type,1229,1246
THE TRAGEDY OF ROMEO AND JULIET,3,4,A Room in Capulet's House.,Thursday,DATE,Absolute or relative dates or periods,1294,1302
THE TRAGEDY OF ROMEO AND JULIET,3,4,A Room in Capulet's House.,PARIS,GPE,"Countries, cities, states",1304,1309
THE TRAGEDY OF ROMEO AND JULIET,3,4,A Room in Capulet's House.,Thursday,DATE,Absolute or relative dates or periods,1333,1341
THE TRAGEDY OF ROMEO AND JULIET,3,4,A Room in Capulet's House.,tomorrow,DATE,Absolute or relative dates or periods,1347,1355
THE TRAGEDY OF ROMEO AND JULIET,3,4,A Room in Capulet's House.,CAPULET,ORG,"Companies, agencies, institutions, etc.",1357,1364
THE TRAGEDY OF ROMEO AND JULIET,3,4,A Room in Capulet's House.,Thursday,DATE,Absolute or relative dates or periods,1388,1396
THE TRAGEDY OF ROMEO AND JULIET,3,4,A Room in Capulet's House.,Juliet,PERSON,"People, including fictional",1419,1425
THE TRAGEDY OF ROMEO AND JULIET,3,4,A Room in Capulet's House.,this wedding day,DATE,Absolute or relative dates or periods,1472,1488
THE TRAGEDY OF ROMEO AND JULIET,3,4,A Room in Capulet's House.,Farewell,PERSON,"People, including fictional",1490,1498
THE TRAGEDY OF ROMEO AND JULIET,3,4,A Room in Capulet's House.,night,TIME,Times smaller than a day,1610,1615
THE TRAGEDY OF ROMEO AND JULIET,3,5,"An open Gallery to Juliet's Chamber, overlooking the Garden.",Juliet,PERSON,"People, including fictional",16,22
THE TRAGEDY OF ROMEO AND JULIET,3,5,"An open Gallery to Juliet's Chamber, overlooking the Garden.",Wilt,PERSON,"People, including fictional",32,36
THE TRAGEDY OF ROMEO AND JULIET,3,5,"An open Gallery to Juliet's Chamber, overlooking the Garden.",this night,TIME,Times smaller than a day,623,633
THE TRAGEDY OF ROMEO AND JULIET,3,5,"An open Gallery to Juliet's Chamber, overlooking the Garden.",Mantua,GPE,"Countries, cities, states",677,683
THE TRAGEDY OF ROMEO AND JULIET,3,5,"An open Gallery to Juliet's Chamber, overlooking the Garden.",need'st,GPE,"Countries, cities, states",710,717
